brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
Polestar,4 Long Range Dual Motor,200,94.0,Lithium-ion,686.0,165,485,3.8,135.0,CCS,2000.0,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor
Polestar,4 Long Range Single Motor,180,94.0,Lithium-ion,343.0,157,495,7.4,135.0,CCS,1500.0,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor
Porsche,Macan 4 Electric,220,95.0,Lithium-ion,650.0,184,470,5.2,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2084/Porsche-Macan-4-Electric
Porsche,Macan 4S Electric,240,95.0,Lithium-ion,820.0,186,470,4.1,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric
Porsche,Macan Electric,220,95.0,Lithium-ion,563.0,177,495,5.7,200.0,CCS,2000.0,540,5,RWD,JD - Large,4784,1938,1623,SUV,https://ev-database.org/car/2083/Porsche-Macan-Electric
Porsche,Macan Turbo Electric,260,95.0,Lithium-ion,1001.0,183,460,3.3,200.0,CCS,2000.0,480,5,AWD,JD - Large,4784,1938,1621,SUV,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric
Porsche,Taycan,230,82.3,Lithium-ion,410.0,164,495,4.8,195.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2098/Porsche-Taycan
Porsche,Taycan 4,230,82.3,Lithium-ion,585.0,172,490,4.6,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3060/Porsche-Taycan-4
Porsche,Taycan 4S,250,82.3,Lithium-ion,695.0,174,490,3.7,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S
Porsche,Taycan 4S Sport Turismo,250,82.3,Lithium-ion,695.0,183,440,3.7,195.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo
Porsche,Taycan Sport Turismo,230,82.3,Lithium-ion,410.0,173,460,4.8,195.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo
Renault,4 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,124,245,9.2,55.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp
Renault,4 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,127,315,8.2,70.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp
Renault,5 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,132,250,9.0,55.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp
Renault,5 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,129,320,8.0,70.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,Lithium-ion,250.0,125,380,10.5,88.0,CCS,500.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,Lithium-ion,300.0,133,380,7.4,88.0,CCS,900.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp
Renault,Scenic E-Tech EV60 170hp,150,60.0,Lithium-ion,280.0,144,340,8.6,75.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp
Renault,Scenic E-Tech EV87 220hp,170,87.0,Lithium-ion,300.0,143,480,7.9,95.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp
Skoda,Elroq 50,160,52.0,Lithium-ion,310.0,149,310,9.0,90.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3031/Skoda-Elroq-50
Skoda,Elroq 60,160,59.0,Lithium-ion,310.0,149,350,8.5,110.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3032/Skoda-Elroq-60
Skoda,Elroq 85,180,77.0,Lithium-ion,545.0,145,450,6.6,120.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3033/Skoda-Elroq-85
Skoda,Elroq RS,180,79.0,Lithium-ion,679.0,151,450,5.4,135.0,CCS,1200.0,470,5,AWD,JC - Medium,4488,1884,1608,SUV,https://ev-database.org/car/3183/Skoda-Elroq-RS
Skoda,Enyaq 60,160,59.0,Lithium-ion,310.0,145,360,8.1,110.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3096/Skoda-Enyaq-60
Skoda,Enyaq 85,180,77.0,Lithium-ion,545.0,141,455,6.7,120.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3097/Skoda-Enyaq-85
Skoda,Enyaq 85x,180,77.0,Lithium-ion,679.0,150,450,6.7,120.0,CCS,1200.0,585,5,AWD,JC - Medium,4658,1879,1620,SUV,https://ev-database.org/car/3098/Skoda-Enyaq-85x
Skoda,Enyaq Coupe 60,160,59.0,Lithium-ion,310.0,141,370,8.1,110.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60
Skoda,Enyaq Coupe 85,180,77.0,Lithium-ion,545.0,138,470,6.7,120.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85
Skoda,Enyaq Coupe 85x,180,77.0,Lithium-ion,679.0,146,460,6.7,120.0,CCS,1200.0,570,5,AWD,JC - Medium,4658,1879,1621,SUV,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x
Skoda,Enyaq Coupe RS,180,79.0,Lithium-ion,679.0,143,470,5.4,135.0,CCS,1200.0,570,5,AWD,JC - Medium,4660,1879,1608,SUV,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS
Skoda,Enyaq RS,180,79.0,Lithium-ion,679.0,147,460,5.4,135.0,CCS,1200.0,585,5,AWD,JC - Medium,4660,1879,1607,SUV,https://ev-database.org/car/3184/Skoda-Enyaq-RS
Smart,#1 Brabus,180,62.0,Lithium-ion,584.0,155,325,3.9,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1748/Smart-1-Brabus
Smart,#1 Premium,180,62.0,Lithium-ion,343.0,141,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2053/Smart-1-Premium
Smart,#1 Pro,180,47.0,Lithium-ion,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2041/Smart-1-Pro
Smart,#1 Pro+,180,62.0,Lithium-ion,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/1667/Smart-1-Proplus
Smart,#1 Pulse,180,62.0,Lithium-ion,584.0,155,325,4.5,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1920/Smart-1-Pulse
Smart,#1 Pure,180,47.0,Lithium-ion,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2217/Smart-1-Pure
Smart,#1 Pure+,180,62.0,Lithium-ion,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2218/Smart-1-Pureplus
Smart,#3 Brabus,180,62.0,Lithium-ion,543.0,149,335,3.7,100.0,CCS,1600.0,370,5,AWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2000/Smart-3-Brabus
Smart,#3 Premium,180,62.0,Lithium-ion,343.0,136,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2054/Smart-3-Premium
Smart,#3 Pro,180,47.0,Lithium-ion,343.0,145,265,5.9,65.0,CCS,0.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2052/Smart-3-Pro
Smart,#3 Pro+,180,62.0,Lithium-ion,343.0,143,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/1999/Smart-3-Proplus
Smart,#5 Brabus,210,94.0,Lithium-ion,710.0,174,450,3.8,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3179/Smart-5-Brabus
Smart,#5 Premium,200,94.0,Lithium-ion,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3143/Smart-5-Premium
Smart,#5 Pro,200,74.4,Lithium-ion,373.0,160,370,6.9,110.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3141/Smart-5-Pro
Smart,#5 Pro+,200,94.0,Lithium-ion,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3142/Smart-5-Proplus
Smart,#5 Pulse,200,94.0,Lithium-ion,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3144/Smart-5-Pulse
Smart,#5 Summit Edition,200,94.0,Lithium-ion,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3145/Smart-5-Summit-Edition
Subaru,Solterra AWD,160,64.0,Lithium-ion,336.0,154,320,6.9,100.0,CCS,750.0,441,5,AWD,JC - Medium,4690,1860,1650,SUV,https://ev-database.org/car/1567/Subaru-Solterra-AWD
Tesla,Model 3 Long Range AWD (Highland),201,75.0,Lithium-ion,493.0,119,525,4.4,124.0,CCS,1000.0,594,5,AWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD
Tesla,Model 3 Long Range RWD (Highland),201,75.0,Lithium-ion,450.0,117,545,5.2,124.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD
Tesla,Model 3 Performance (Highland),262,75.0,Lithium-ion,741.0,142,490,3.2,124.0,CCS,0.0,594,5,AWD,D - Large,4720,1849,1431,Sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,Lithium-ion,420.0,116,445,6.1,110.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD
Tesla,Model Y Long Range AWD (Juniper),201,75.0,Lithium-ion,493.0,132,455,4.8,124.0,CCS,1600.0,854,5,AWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD
Tesla,Model Y Long Range RWD (Juniper),201,75.0,Lithium-ion,450.0,121,470,5.6,124.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD
Tesla,Model Y RWD (Juniper),201,60.5,Lithium-ion,420.0,121,375,5.9,110.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3103/Tesla-Model-Y-RWD
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,Lithium-ion,260.0,149,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh
Toyota,bZ4X AWD,160,64.0,Lithium-ion,336.0,154,345,6.9,100.0,CCS,750.0,452,5,AWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1565/Toyota-bZ4X-AWD
Toyota,bZ4X FWD,160,64.0,Lithium-ion,265.0,145,350,7.5,100.0,CCS,750.0,452,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1564/Toyota-bZ4X-FWD
VinFast,VF 8 Eco Extended Range,200,87.7,Lithium-ion,500.0,186,405,5.9,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
VinFast,VF 8 Plus Extended Range,200,87.7,Lithium-ion,620.0,196,400,5.5,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,545.0,131,470,5.9,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,545.0,131,465,5.6,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,310.0,136,365,7.6,110.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,310.0,138,465,7.1,120.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,310.0,134,325,8.2,90.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,679.0,152,420,5.4,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,545.0,149,445,6.7,120.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,679.0,155,435,6.6,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,310.0,143,285,9.0,87.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,679.0,144,430,5.5,120.0,CCS,1200.0,549,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,545.0,138,460,6.7,120.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,310.0,142,320,8.9,87.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,560.0,145,500,5.4,145.0,CCS,1200.0,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,550.0,132,475,6.5,125.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,550.0,133,525,6.6,145.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,560.0,147,500,5.5,145.0,CCS,1200.0,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,550.0,146,470,6.6,125.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,550.0,125,520,6.7,145.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
Volvo,EC40 Single Motor (MY26),180,67.0,Lithium-ion,420.0,151,360,7.3,110.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,420.0,146,420,7.3,125.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,670.0,155,400,4.8,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,670.0,155,400,4.6,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance
Volvo,ES90 Single Motor (MY26),180,88.0,Lithium-ion,480.0,135,485,6.9,190.0,CCS,1600.0,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
Volvo,ES90 Twin Motor (MY26),180,102.0,Lithium-ion,670.0,146,530,5.5,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,Lithium-ion,870.0,146,530,4.0,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
Volvo,EX30 Cross Country (MY26),180,65.0,Lithium-ion,543.0,152,330,3.7,114.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
Volvo,EX30 Single Motor (MY24-26),180,49.0,Lithium-ion,343.0,147,275,5.7,80.0,CCS,1000.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,Lithium-ion,343.0,138,365,5.3,113.0,CCS,1600.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,Lithium-ion,543.0,145,340,3.6,113.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
Volvo,EX40 Single Motor (MY26),180,67.0,Lithium-ion,420.0,154,345,7.3,110.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,420.0,152,400,7.3,125.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,670.0,163,385,4.8,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,670.0,163,385,4.6,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance
Voyah,Free 106 kWh,200,100.0,Lithium-ion,720.0,200,480,4.4,80.0,CCS,2000.0,550,5,AWD,JE - Executive,4905,1950,1645,SUV,https://ev-database.org/car/2049/Voyah-Free-106-kWh
XPENG,G6 AWD Performance,200,87.5,Lithium-ion,660.0,159,475,4.1,180.0,CCS,1500.0,571,5,AWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance
XPENG,G6 RWD Long Range,200,87.5,Lithium-ion,440.0,154,480,6.7,180.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range
XPENG,G6 RWD Standard Range,200,66.0,Lithium-ion,440.0,152,370,6.9,140.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range
XPENG,G9 AWD Performance,200,93.1,Lithium-ion,717.0,179,465,3.9,224.0,CCS,1500.0,660,5,AWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance
XPENG,G9 RWD Long Range,200,93.1,Lithium-ion,430.0,163,480,6.4,224.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range
XPENG,G9 RWD Standard Range,200,75.8,Lithium-ion,430.0,165,395,6.4,170.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1680,SUV,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range
XPENG,P7 AWD Performance,200,82.7,Lithium-ion,757.0,164,460,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance
XPENG,P7 RWD Long Range,200,82.7,Lithium-ion,440.0,144,495,6.7,138.0,CCS,0.0,440,5,RWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range
XPENG,P7 Wing Edition,200,82.7,Lithium-ion,757.0,164,455,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition
Zeekr,001 Long Range RWD,200,94.0,Lithium-ion,343.0,152,505,7.2,135.0,CCS,1500.0,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD
Zeekr,001 Performance AWD,200,94.0,Lithium-ion,686.0,159,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD
Zeekr,001 Privilege AWD,200,94.0,Lithium-ion,686.0,162,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD
Zeekr,7X Premium RWD,210,71.0,Lithium-ion,440.0,148,365,6.0,240.0,CCS,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD
Zeekr,X Core RWD (MY25),190,49.0,Lithium-ion,343.0,148,265,5.9,70.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3197/Zeekr-X-Core-RWD
Zeekr,X Long Range RWD (MY25),190,65.0,Lithium-ion,343.0,146,360,5.6,114.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD
Zeekr,X Privilege AWD (MY25),190,65.0,Lithium-ion,543.0,153,350,3.8,114.0,CCS,1600.0,362,5,AWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD
